,Date/Time,Electricity:Facility [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Electricity [kW](Hourly),Heating:Gas [kW](Hourly),Cooling:Electricity [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly),Water Heater:WaterSystems:Electricity [kW](Hourly) ,TE,TE_scaled,Electricity_scaled,EFans_scaled,ECooling_scaled,EHeating_scaled,Gas_scaled,GHeating_scaled,ELights_scaled,EEquipment_scaled,EWaterheat_scaled
3619, 05/31  20:00:00,4.9122587567,0.049869878238,0.0,0.0,2.13524343415,0.411827784478,2.54707121863,0.411827784478,0.667537360184,0.1508902143,0.355651436977,0.722878940344,0.445459586263,4.962128634938,9.2787135155024e-05,0.9899499021676162,0.08299417745407675,0.4303079567740144,0.0,0.010050097832383805,0.0,0.1649347759188484,0.21735236159077848,0.08977187393461553
3620, 05/31  21:00:00,4.720578334880001,0.048705600925,0.0,0.0,1.8312366731599998,0.361434052531,2.19267072569,0.361434052531,0.873768458925,0.197506684906,0.336262209834,0.706002389208,0.391597866315,4.769283935805001,8.918112078522381e-05,0.9897876491354715,0.07578371457768829,0.38396469948290207,0.0,0.010212350864528482,0.0,0.22461970355517968,0.2185369151996352,0.08210831470424977
3621, 05/31  22:00:00,3.7787876653400003,0.0421484557806,0.0,0.0,1.4313172753999999,0.29169639423,1.72301366963,0.29169639423,0.6838188379600001,0.154570452834,0.274933291318,0.610954590793,0.308726822799,3.8209361211206003,7.144790922848781e-05,0.9889690760471969,0.07634160451351685,0.3745985878927033,0.0,0.011030923952803154,0.0,0.2194198657652822,0.23185100562507902,0.08079873963149556
3622, 05/31  23:00:00,2.84702286881,0.03662622380319999,0.0,0.0,1.07144749769,0.22498020756099998,1.2964277052600002,0.22498020756099998,0.47758773672300003,0.107953953269,0.19173992715100002,0.5309081711670001,0.219635375241,2.8836490926132,5.3921523962932586e-05,0.9872986543692079,0.07801927361318434,0.37155959802274013,0.0,0.012701345630792003,0.0,0.20305580574693802,0.2506019543671755,0.0761657775225222
3623, 05/31  24:00:00,1.9373701122099998,0.030295465913999998,0.0,0.0,0.755815368313,0.16310735156099998,0.918922719875,0.16310735156099998,0.244221048557,0.0552037228125,0.13332170484300002,0.43914192436300004,0.123788991763,1.9676655781239998,3.679349435880983e-05,0.9846033460915222,0.08289383794400106,0.3841177976155913,0.0,0.015396653908477742,0.0,0.1521725920798878,0.2909354290538512,0.06291160100540162
3624, 06/01  01:00:00,1.37349198998,0.0244796584175,0.0,0.0,0.508368674534,0.112210266786,0.6205789413189999,0.112210266786,0.146636453256,0.0331456907448,0.115864577324,0.354840038959,0.0796562883732,1.3979716483975,2.614075406458528e-05,0.9824891596009396,0.0802664824530791,0.36364734228819656,0.0,0.0175108403990604,0.0,0.12860213882512203,0.3367054094570304,0.056979902607116745
3625, 06/01  02:00:00,1.01845172662,0.0241958362909,0.0,0.0,0.291506294194,0.06572896078,0.357235254974,0.06572896078,0.09607212286460001,0.021716149801500002,0.10168388029400001,0.350725951551,0.0682483671402,1.0426475629109,1.9496528094354583e-05,0.9767938494735946,0.06304043966351927,0.2795827704043757,0.0,0.023206150526405313,0.0,0.11297036204377114,0.4339048475612856,0.06545679438377222
3626, 06/01  03:00:00,0.766164806354,0.023855249739000002,0.0,0.0,0.0942782327875,0.021625571208200002,0.11590380399599999,0.021625571208200002,0.09607212286460001,0.021716149801500002,0.09241011900910001,0.345789046661,0.07150356402250001,0.790020056093,1.4772631487977686e-05,0.9698042479364704,0.02737344582762627,0.11933650552335055,0.0,0.030195752063529636,0.0,0.1490952941734357,0.5546684065682959,0.09050854275284717
3627, 06/01  04:00:00,0.681909647521,0.022954114487099997,0.0,0.0,0.0,0.0,0.0,0.0,0.09607212286460001,0.021716149801500002,0.103039119246,0.33272681914,0.105585436468,0.7048637620081,1.3180288937056431e-05,0.9674346792609887,0.0,0.0,0.0,0.03256532073901143,0.0,0.16710785688645807,0.6182271835688332,0.1497955238430695
3628, 06/01  05:00:00,0.89229736985,0.025614946923799998,0.0,0.0,0.0,0.0,0.0,0.0,0.101128549723,0.022859105054200003,0.116839149346,0.371296388592,0.257404177135,0.9179123167737999,1.7164096391470503e-05,0.9720943422855146,0.0,0.0,0.0,0.027905657714485447,0.0,0.13507570659143267,0.5317888528325421,0.28042349190792243
