,Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly),Electricity:Facility [kW](Monthly),TE,TE_scaled,Electricity_scaled,EFans_scaled,ECooling_scaled,EHeating_scaled,Gas_scaled,GHeating_scaled,ELights_scaled,EEquipment_scaled,GWaterheat_scaled
61, 01/03  14:00:00,1044.742639,28.716900177600003,18.2123987099,0.0,448.566543614,448.566543614,307.775454199,283.374586024,24.400868174699998,,1352.518093199,0.00017506888055454677,0.18290192427733298,0.005027435567089098,0.0031884242543552647,0.0,0.053881904228786116,0.049610071552829794,0.07853004264472527,0.07853004264472527,0.004271832675903795
62, 01/03  15:00:00,1048.32847665,28.716900177600003,20.4726326219,0.0,448.566543614,448.566543614,291.999476947,274.400370075,17.599106872300002,,1340.327953597,0.00017349099845104148,0.18187555411866785,0.004982123684230715,0.0035518174744947942,0.0,0.0506592808027169,0.04760599417964704,0.07782225752332551,0.07782225752332551,0.003053286623121913
63, 01/03  16:00:00,1041.46728311,28.716900177600003,17.6909397422,0.0,448.566543614,448.566543614,285.010466521,269.616519322,15.393947199100001,,1326.4777496309998,0.0001716982389190453,0.17881809840178975,0.00493064118770794,0.0030375031985586894,0.0,0.04893579517515122,0.04629268155107014,0.07701808557652692,0.07701808557652692,0.00264311362409824
64, 01/03  17:00:00,1106.18573935,28.716900177600003,12.3588374131,0.0,448.566543614,448.566543614,302.910227254,283.028388407,19.8818388461,,1409.0959666039998,0.00018239227608690716,0.2017597347749247,0.005237740785552973,0.002254156485563333,0.0,0.05524848579885936,0.05162219195876194,0.08181507286619437,0.08181507286619437,0.0036262938399332667
65, 01/03  18:00:00,1018.80351843,28.716900177600003,12.6418254439,0.0,348.88508947699995,398.725816546,337.761690601,326.795856102,10.9658344984,,1356.565209031,0.00017559273605174532,0.17889449730026843,0.005042479073109635,0.002219812718382971,0.0,0.05930849938609266,0.057382978503322635,0.0612616874289244,0.0700133570617784,0.0019255208826646742
66, 01/03  19:00:00,816.945753316,28.716900177600003,11.485794314300001,0.0,249.203635341,299.04436240900003,416.74730777400003,405.802527574,10.9447801999,,1233.6930610900001,0.00015968826164986498,0.13045664720927147,0.004585751869333643,0.00183414652771847,0.0,0.06654965312569132,0.06480190020141346,0.039794895324431145,0.047753874389285446,0.0017477529242618927
67, 01/03  20:00:00,747.2412671210001,28.716900177600003,3.1474247300700005,0.0,249.203635341,299.04436240900003,452.440138241,445.88251432,6.557623921089999,,1199.681405362,0.0001552858196240994,0.1160359726218351,0.004459327381142062,0.0004887504289140799,0.0,0.07025753769759452,0.06923923169223543,0.03869779076723237,0.04643734892064779,0.001018306005373061
68, 01/03  21:00:00,576.958408069,28.716900177600003,0.0,0.0,149.522181205,249.203635341,603.365326207,594.62066538,8.74466082689,,1180.3237342759999,0.00015278017787024038,0.08814780820851256,0.004387373117015666,0.0,0.0,0.09218226185864106,0.09084625102207709,0.022844025440046215,0.038073375733308504,0.0013360108365471776
69, 01/03  22:00:00,552.554329368,28.716900177600003,0.0,0.0,149.522181205,249.203635341,657.527565458,653.16158554,4.36597991885,,1210.081894826,0.00015663205081822357,0.08654771779739802,0.0044979869679596975,0.0,0.0,0.10298989104720029,0.10230603865881277,0.023419965884953195,0.039033276474817566,0.0006838523885206568
70, 01/03  23:00:00,349.35688119900004,0.0,0.0,0.0,49.840727068199996,199.362908273,2.19021668131,0.0,2.19021668131,,351.54709788031005,4.5503980462500374e-05,0.015897128696519363,0.0,0.0,0.0,9.966357707497264e-05,0.0,0.0022679514707481863,0.009071805883001846,9.966357707497264e-05
71, 01/03  24:00:00,299.99212193700004,0.0,0.0,0.0,24.920363534099998,199.362908273,2.19017700697,0.0,2.19017700697,,302.18229894397,3.911423962868679e-05,0.011733963744162048,0.0,0.0,0.0,8.56671082798646e-05,0.0,0.0009747410709067753,0.007797928567262026,8.56671082798646e-05
72, 01/04  01:00:00,287.76992567599996,0.0,0.0,0.0,24.920363534099998,199.362908273,2.1901415608900003,0.0,2.1901415608900003,,289.96006723689,3.7532203548285194e-05,0.010800639425546533,0.0,0.0,0.0,8.220083886288254e-05,0.0,0.0009353161566591049,0.007482529253280345,8.220083886288254e-05
73, 01/04  02:00:00,287.769925792,0.0,0.0,0.0,24.920363534099998,199.362908273,2.19010464033,0.0,2.19010464033,,289.96003043233,3.7532198784331836e-05,0.010800638058977765,0.0,0.0,0.0,8.219944271935314e-05,0.0,0.0009353160379396554,0.007482528303524749,8.219944271935314e-05
74, 01/04  03:00:00,287.769926031,0.0,0.0,0.0,24.920363534099998,199.362908273,2.1900678236099997,0.0,2.1900678236099997,,289.95999385461,3.753219404974046e-05,0.010800636705474952,0.0,0.0,0.0,8.219805053782328e-05,0.0,0.0009353159199519171,0.007482527359622844,8.219805053782328e-05
